Wavelength [A],flux (measured at 1 au) [erg/cm^2/s/A]
368.78,4.58907e-01
368.79,4.44985e-01
368.80,4.31654e-01
368.81,4.18905e-01
368.82,4.06723e-01
368.83,3.95098e-01
368.84,3.84016e-01
368.85,3.73462e-01
368.86,3.63422e-01
368.87,3.53881e-01
368.88,3.44823e-01
368.89,3.36233e-01
368.90,3.28094e-01
368.91,3.20389e-01
368.92,3.13102e-01
368.93,3.06215e-01
368.94,2.99713e-01
368.95,2.93577e-01
368.96,2.87790e-01
368.97,2.82336e-01
368.98,2.77199e-01
368.99,2.72360e-01
369.00,2.67804e-01
369.01,2.63514e-01
369.02,2.59475e-01
369.03,2.55671e-01
369.04,2.52086e-01
369.05,2.48706e-01
369.06,2.45516e-01
369.07,2.42501e-01
369.08,2.39649e-01
369.09,2.36946e-01
369.10,2.34379e-01
369.11,2.31937e-01
369.12,2.29606e-01
369.13,2.27377e-01
369.14,2.25238e-01
369.15,2.23179e-01
369.16,2.21190e-01
369.17,2.19263e-01
369.18,2.17389e-01
369.19,2.15560e-01
369.20,2.13768e-01
369.21,2.12006e-01
369.22,2.10268e-01
369.23,2.08547e-01
369.24,2.06839e-01
369.25,2.05138e-01
369.26,2.03440e-01
369.27,2.01740e-01
369.28,2.00035e-01
369.29,1.98322e-01
369.30,1.96599e-01
369.31,1.94861e-01
369.32,1.93109e-01
369.33,1.91339e-01
369.34,1.89551e-01
369.35,1.87744e-01
369.36,1.85917e-01
369.37,1.84070e-01
369.38,1.82203e-01
369.39,1.80316e-01
369.40,1.78409e-01
369.41,1.76484e-01
369.42,1.74541e-01
369.43,1.72582e-01
369.44,1.70606e-01
369.45,1.68617e-01
369.46,1.66615e-01
369.47,1.64603e-01
369.48,1.62582e-01
369.49,1.60553e-01
369.50,1.58520e-01
369.51,1.56484e-01
369.52,1.54446e-01
369.53,1.52410e-01
369.54,1.50378e-01
369.55,1.48351e-01
369.56,1.46331e-01
369.57,1.44322e-01
369.58,1.42324e-01
369.59,1.40341e-01
369.60,1.38374e-01
369.61,1.36425e-01
369.62,1.34497e-01
369.63,1.32590e-01
369.64,1.30708e-01
369.65,1.28851e-01
369.66,1.27022e-01
369.67,1.25222e-01
369.68,1.23453e-01
369.69,1.21716e-01
369.70,1.20013e-01
369.71,1.18344e-01
369.72,1.16711e-01
369.73,1.15116e-01
369.74,1.13558e-01
369.75,1.12040e-01
369.76,1.10562e-01
369.77,1.09124e-01
369.78,1.07727e-01
369.79,1.06373e-01
369.80,1.05060e-01
369.81,1.03790e-01
369.82,1.02563e-01
369.83,1.01380e-01
369.84,1.00239e-01
369.85,9.91422e-02
369.86,9.80886e-02
369.87,9.70783e-02
369.88,9.61112e-02
369.89,9.51871e-02
369.90,9.43057e-02
369.91,9.34668e-02
369.92,9.26700e-02
369.93,9.19148e-02
369.94,9.12009e-02
369.95,9.05278e-02
369.96,8.98949e-02
369.97,8.93017e-02
369.98,8.87477e-02
369.99,8.82322e-02
370.00,8.77546e-02
370.01,8.73142e-02
370.02,8.69105e-02
370.03,8.65427e-02
370.04,8.62103e-02
370.05,8.59124e-02
370.06,8.56484e-02
370.07,8.54177e-02
370.08,8.52195e-02
370.09,8.50532e-02
370.10,8.49181e-02
370.11,8.48135e-02
370.12,8.47389e-02
370.13,8.46934e-02
370.14,8.46766e-02
370.15,8.46877e-02
370.16,8.47262e-02
370.17,8.47916e-02
370.18,8.48831e-02
370.19,8.50004e-02
370.20,8.51427e-02
370.21,8.53098e-02
370.22,8.55009e-02
370.23,8.57158e-02
370.24,8.59538e-02
370.25,8.62147e-02
370.26,8.64979e-02
370.27,8.68030e-02
370.28,8.71298e-02
370.29,8.74778e-02
370.30,8.78467e-02
370.31,8.82361e-02
370.32,8.86458e-02
370.33,8.90755e-02
370.34,8.95249e-02
370.35,8.99936e-02
370.36,9.04816e-02
370.37,9.09885e-02
370.38,9.15140e-02
370.39,9.20580e-02
370.40,9.26203e-02
370.41,9.32006e-02
370.42,9.37987e-02
370.43,9.44144e-02
370.44,9.50475e-02
370.45,9.56979e-02
370.46,9.63653e-02
370.47,9.70495e-02
370.48,9.77502e-02
370.49,9.84674e-02
370.50,9.92008e-02
370.51,9.99500e-02
370.52,1.00715e-01
370.53,1.01496e-01
370.54,1.02291e-01
370.55,1.03102e-01
370.56,1.03927e-01
370.57,1.04767e-01
370.58,1.05621e-01
370.59,1.06489e-01
370.60,1.07370e-01
370.61,1.08265e-01
370.62,1.09172e-01
370.63,1.10092e-01
370.64,1.11024e-01
370.65,1.11967e-01
370.66,1.12922e-01
370.67,1.13888e-01
370.68,1.14865e-01
370.69,1.15851e-01
370.70,1.16848e-01
370.71,1.17854e-01
370.72,1.18868e-01
370.73,1.19891e-01
370.74,1.20922e-01
370.75,1.21960e-01
370.76,1.23006e-01
370.77,1.24058e-01
370.78,1.25116e-01
370.79,1.26179e-01
370.80,1.27248e-01
370.81,1.28322e-01
370.82,1.29400e-01
370.83,1.30483e-01
370.84,1.31568e-01
370.85,1.32657e-01
370.86,1.33748e-01
370.87,1.34842e-01
370.88,1.35938e-01
370.89,1.37035e-01
370.90,1.38134e-01
370.91,1.39233e-01
370.92,1.40333e-01
370.93,1.41434e-01
370.94,1.42534e-01
370.95,1.43634e-01
370.96,1.44734e-01
370.97,1.45833e-01
370.98,1.46931e-01
370.99,1.48028e-01
371.00,1.49123e-01
371.01,1.50217e-01
371.02,1.51309e-01
371.03,1.52399e-01
371.04,1.53488e-01
371.05,1.54573e-01
371.06,1.55657e-01
371.07,1.56738e-01
371.08,1.57816e-01
371.09,1.58891e-01
371.10,1.59964e-01
371.11,1.61033e-01
371.12,1.62098e-01
371.13,1.63160e-01
371.14,1.64218e-01
371.15,1.65272e-01
371.16,1.66322e-01
371.17,1.67366e-01
371.18,1.68406e-01
371.19,1.69441e-01
371.20,1.70469e-01
371.21,1.71492e-01
371.22,1.72508e-01
371.23,1.73517e-01
371.24,1.74518e-01
371.25,1.75511e-01
371.26,1.76495e-01
371.27,1.77470e-01
371.28,1.78434e-01
371.29,1.79388e-01
371.30,1.80329e-01
371.31,1.81258e-01
371.32,1.82174e-01
371.33,1.83075e-01
371.34,1.83960e-01
371.35,1.84829e-01
371.36,1.85680e-01
371.37,1.86513e-01
371.38,1.87326e-01
371.39,1.88117e-01
371.40,1.88887e-01
371.41,1.89633e-01
371.42,1.90354e-01
371.43,1.91049e-01
371.44,1.91716e-01
371.45,1.92355e-01
371.46,1.92964e-01
371.47,1.93541e-01
371.48,1.94086e-01
371.49,1.94596e-01
371.50,1.95071e-01
371.51,1.95509e-01
371.52,1.95909e-01
371.53,1.96269e-01
371.54,1.96589e-01
371.55,1.96867e-01
371.56,1.97101e-01
371.57,1.97292e-01
371.58,1.97437e-01
371.59,1.97536e-01
371.60,1.97588e-01
371.61,1.97591e-01
371.62,1.97546e-01
371.63,1.97451e-01
371.64,1.97305e-01
371.65,1.97108e-01
371.66,1.96860e-01
371.67,1.96560e-01
371.68,1.96208e-01
371.69,1.95803e-01
371.70,1.95345e-01
371.71,1.94835e-01
371.72,1.94272e-01
371.73,1.93657e-01
371.74,1.92989e-01
371.75,1.92270e-01
371.76,1.91500e-01
371.77,1.90679e-01
371.78,1.89808e-01
371.79,1.88887e-01
371.80,1.87919e-01
371.81,1.86903e-01
371.82,1.85841e-01
371.83,1.84733e-01
371.84,1.83582e-01
371.85,1.82389e-01
371.86,1.81154e-01
371.87,1.79881e-01
371.88,1.78569e-01
371.89,1.77221e-01
371.90,1.75839e-01
371.91,1.74424e-01
371.92,1.72978e-01
371.93,1.71503e-01
371.94,1.70002e-01
371.95,1.68476e-01
371.96,1.66926e-01
371.97,1.65356e-01
371.98,1.63767e-01
371.99,1.62162e-01
372.00,1.60542e-01
372.01,1.58910e-01
372.02,1.57267e-01
372.03,1.55617e-01
372.04,1.53960e-01
372.05,1.52300e-01
372.06,1.50638e-01
372.07,1.48976e-01
372.08,1.47316e-01
372.09,1.45661e-01
372.10,1.44012e-01
372.11,1.42371e-01
372.12,1.40740e-01
372.13,1.39121e-01
372.14,1.37516e-01
372.15,1.35926e-01
372.16,1.34353e-01
372.17,1.32798e-01
372.18,1.31264e-01
372.19,1.29751e-01
372.20,1.28261e-01
372.21,1.26795e-01
372.22,1.25354e-01
372.23,1.23940e-01
372.24,1.22553e-01
372.25,1.21195e-01
372.26,1.19867e-01
372.27,1.18569e-01
372.28,1.17302e-01
372.29,1.16066e-01
372.30,1.14863e-01
372.31,1.13693e-01
372.32,1.12557e-01
372.33,1.11454e-01
372.34,1.10385e-01
372.35,1.09350e-01
372.36,1.08350e-01
372.37,1.07384e-01
372.38,1.06453e-01
372.39,1.05556e-01
372.40,1.04694e-01
372.41,1.03866e-01
372.42,1.03073e-01
372.43,1.02313e-01
372.44,1.01586e-01
372.45,1.00893e-01
372.46,1.00233e-01
372.47,9.96053e-02
372.48,9.90094e-02
372.49,9.84450e-02
372.50,9.79115e-02
372.51,9.74085e-02
372.52,9.69352e-02
372.53,9.64912e-02
372.54,9.60759e-02
372.55,9.56886e-02
372.56,9.53287e-02
372.57,9.49956e-02
372.58,9.46886e-02
372.59,9.44072e-02
372.60,9.41507e-02
372.61,9.39186e-02
372.62,9.37101e-02
372.63,9.35247e-02
372.64,9.33619e-02
372.65,9.32212e-02
372.66,9.31019e-02
372.67,9.30036e-02
372.68,9.29258e-02
372.69,9.28682e-02
372.70,9.28302e-02
372.71,9.28116e-02
372.72,9.28120e-02
372.73,9.28311e-02
372.74,9.28688e-02
372.75,9.29247e-02
372.76,9.29988e-02
372.77,9.30910e-02
372.78,9.32012e-02
372.79,9.33294e-02
372.80,9.34758e-02
372.81,9.36403e-02
372.82,9.38233e-02
372.83,9.40249e-02
372.84,9.42455e-02
372.85,9.44853e-02
372.86,9.47448e-02
372.87,9.50245e-02
372.88,9.53250e-02
372.89,9.56467e-02
372.90,9.59904e-02
372.91,9.63568e-02
372.92,9.67468e-02
372.93,9.71610e-02
372.94,9.76005e-02
372.95,9.80662e-02
372.96,9.85591e-02
372.97,9.90804e-02
372.98,9.96312e-02
372.99,1.00213e-01
373.00,1.00826e-01
373.01,1.01473e-01
373.02,1.02154e-01
373.03,1.02871e-01
373.04,1.03626e-01
373.05,1.04420e-01
373.06,1.05255e-01
373.07,1.06132e-01
373.08,1.07053e-01
373.09,1.08019e-01
373.10,1.09033e-01
373.11,1.10095e-01
373.12,1.11209e-01
373.13,1.12375e-01
373.14,1.13596e-01
373.15,1.14873e-01
373.16,1.16208e-01
373.17,1.17603e-01
373.18,1.19060e-01
373.19,1.20581e-01
373.20,1.22167e-01
373.21,1.23822e-01
373.22,1.25545e-01
373.23,1.27340e-01
373.24,1.29208e-01
373.25,1.31150e-01
373.26,1.33169e-01
373.27,1.35266e-01
373.28,1.37444e-01
373.29,1.39702e-01
373.30,1.42044e-01
373.31,1.44470e-01
373.32,1.46982e-01
373.33,1.49581e-01
373.34,1.52268e-01
373.35,1.55045e-01
373.36,1.57912e-01
373.37,1.60871e-01
373.38,1.63922e-01
373.39,1.67066e-01
373.40,1.70304e-01
373.41,1.73635e-01
373.42,1.77061e-01
373.43,1.80581e-01
373.44,1.84195e-01
373.45,1.87903e-01
373.46,1.91705e-01
373.47,1.95601e-01
373.48,1.99589e-01
373.49,2.03669e-01
373.50,2.07839e-01
373.51,2.12099e-01
373.52,2.16447e-01
373.53,2.20881e-01
373.54,2.25400e-01
373.55,2.30002e-01
373.56,2.34683e-01
373.57,2.39442e-01
373.58,2.44277e-01
373.59,2.49184e-01
373.60,2.54160e-01
373.61,2.59201e-01
373.62,2.64306e-01
373.63,2.69468e-01
373.64,2.74686e-01
373.65,2.79954e-01
373.66,2.85269e-01
373.67,2.90625e-01
373.68,2.96018e-01
373.69,3.01444e-01
373.70,3.06896e-01
373.71,3.12370e-01
373.72,3.17861e-01
373.73,3.23362e-01
373.74,3.28869e-01
373.75,3.34374e-01
373.76,3.39873e-01
373.77,3.45358e-01
373.78,3.50825e-01
373.79,3.56265e-01
373.80,3.61674e-01
373.81,3.67043e-01
373.82,3.72368e-01
373.83,3.77640e-01
373.84,3.82854e-01
373.85,3.88003e-01
373.86,3.93079e-01
373.87,3.98077e-01
373.88,4.02988e-01
373.89,4.07808e-01
373.90,4.12529e-01
373.91,4.17143e-01
373.92,4.21646e-01
373.93,4.26031e-01
373.94,4.30290e-01
373.95,4.34418e-01
373.96,4.38409e-01
373.97,4.42256e-01
373.98,4.45955e-01
373.99,4.49499e-01
374.00,4.52883e-01
374.01,4.56101e-01
374.02,4.59150e-01
374.03,4.62023e-01
374.04,4.64716e-01
374.05,4.67225e-01
374.06,4.69546e-01
374.07,4.71675e-01
374.08,4.73608e-01
374.09,4.75343e-01
374.10,4.76876e-01
374.11,4.78205e-01
374.12,4.79327e-01
374.13,4.80241e-01
374.14,4.80944e-01
374.15,4.81435e-01
374.16,4.81713e-01
374.17,4.81778e-01
374.18,4.81629e-01
374.19,4.81265e-01
374.20,4.80688e-01
374.21,4.79898e-01
374.22,4.78896e-01
374.23,4.77682e-01
374.24,4.76259e-01
374.25,4.74629e-01
374.26,4.72793e-01
374.27,4.70755e-01
374.28,4.68516e-01
374.29,4.66081e-01
374.30,4.63453e-01
374.31,4.60635e-01
374.32,4.57631e-01
374.33,4.54446e-01
374.34,4.51084e-01
374.35,4.47550e-01
374.36,4.43849e-01
374.37,4.39986e-01
374.38,4.35966e-01
374.39,4.31796e-01
374.40,4.27480e-01
374.41,4.23026e-01
374.42,4.18438e-01
374.43,4.13724e-01
374.44,4.08889e-01
374.45,4.03941e-01
374.46,3.98886e-01
374.47,3.93730e-01
374.48,3.88481e-01
374.49,3.83144e-01
374.50,3.77728e-01
374.51,3.72239e-01
374.52,3.66684e-01
374.53,3.61069e-01
374.54,3.55403e-01
374.55,3.49690e-01
374.56,3.43940e-01
374.57,3.38158e-01
374.58,3.32350e-01
374.59,3.26524e-01
374.60,3.20687e-01
374.61,3.14844e-01
374.62,3.09002e-01
374.63,3.03167e-01
374.64,2.97345e-01
374.65,2.91543e-01
374.66,2.85765e-01
374.67,2.80018e-01
374.68,2.74307e-01
374.69,2.68638e-01
374.70,2.63014e-01
374.71,2.57442e-01
374.72,2.51926e-01
374.73,2.46470e-01
374.74,2.41078e-01
374.75,2.35756e-01
374.76,2.30506e-01
374.77,2.25332e-01
374.78,2.20238e-01
374.79,2.15227e-01
374.80,2.10302e-01
374.81,2.05465e-01
374.82,2.00719e-01
374.83,1.96067e-01
374.84,1.91511e-01
374.85,1.87052e-01
374.86,1.82691e-01
374.87,1.78432e-01
374.88,1.74274e-01
374.89,1.70220e-01
374.90,1.66270e-01
374.91,1.62424e-01
374.92,1.58683e-01
374.93,1.55047e-01
374.94,1.51516e-01
374.95,1.48091e-01
374.96,1.44771e-01
374.97,1.41556e-01
374.98,1.38445e-01
374.99,1.35437e-01
375.00,1.32532e-01
375.01,1.29728e-01
375.02,1.27025e-01
375.03,1.24422e-01
375.04,1.21916e-01
375.05,1.19507e-01
375.06,1.17193e-01
375.07,1.14973e-01
375.08,1.12844e-01
375.09,1.10806e-01
375.10,1.08855e-01
375.11,1.06990e-01
375.12,1.05210e-01
375.13,1.03512e-01
375.14,1.01894e-01
375.15,1.00354e-01
375.16,9.88896e-02
375.17,9.74990e-02
375.18,9.61799e-02
375.19,9.49299e-02
375.20,9.37470e-02
375.21,9.26289e-02
375.22,9.15733e-02
375.23,9.05780e-02
375.24,8.96409e-02
375.25,8.87596e-02
375.26,8.79320e-02
375.27,8.71560e-02
375.28,8.64294e-02
375.29,8.57500e-02
375.30,8.51158e-02
375.31,8.45247e-02
375.32,8.39747e-02
375.33,8.34638e-02
375.34,8.29901e-02
375.35,8.25516e-02
375.36,8.21465e-02
375.37,8.17730e-02
375.38,8.14293e-02
375.39,8.11136e-02
375.40,8.08244e-02
375.41,8.05599e-02
375.42,8.03187e-02
375.43,8.00991e-02
375.44,7.98998e-02
375.45,7.97192e-02
375.46,7.95561e-02
375.47,7.94091e-02
375.48,7.92770e-02
375.49,7.91585e-02
375.50,7.90526e-02
375.51,7.89581e-02
375.52,7.88739e-02
375.53,7.87991e-02
375.54,7.87327e-02
375.55,7.86738e-02
375.56,7.86216e-02
375.57,7.85753e-02
375.58,7.85341e-02
375.59,7.84973e-02
375.60,7.84643e-02
375.61,7.84345e-02
375.62,7.84072e-02
375.63,7.83821e-02
375.64,7.83585e-02
375.65,7.83360e-02
375.66,7.83144e-02
375.67,7.82931e-02
375.68,7.82718e-02
375.69,7.82503e-02
375.70,7.82284e-02
375.71,7.82057e-02
375.72,7.81822e-02
375.73,7.81576e-02
375.74,7.81318e-02
375.75,7.81047e-02
375.76,7.80763e-02
375.77,7.80464e-02
375.78,7.80151e-02
375.79,7.79824e-02
375.80,7.79482e-02
375.81,7.79126e-02
375.82,7.78756e-02
375.83,7.78373e-02
375.84,7.77979e-02
375.85,7.77573e-02
375.86,7.77158e-02
375.87,7.76733e-02
375.88,7.76301e-02
375.89,7.75863e-02
375.90,7.75420e-02
375.91,7.74973e-02
375.92,7.74525e-02
375.93,7.74077e-02
375.94,7.73629e-02
375.95,7.73185e-02
375.96,7.72745e-02
375.97,7.72311e-02
375.98,7.71885e-02
375.99,7.71468e-02
376.00,7.71061e-02
376.01,7.70667e-02
376.02,7.70286e-02
376.03,7.69920e-02
376.04,7.69570e-02
376.05,7.69238e-02
376.06,7.68924e-02
376.07,7.68630e-02
376.08,7.68356e-02
376.09,7.68104e-02
376.10,7.67875e-02
376.11,7.67668e-02
376.12,7.67485e-02
376.13,7.67327e-02
376.14,7.67194e-02
376.15,7.67086e-02
376.16,7.67004e-02
376.17,7.66948e-02
376.18,7.66918e-02
376.19,7.66914e-02
376.20,7.66937e-02
376.21,7.66986e-02
376.22,7.67062e-02
376.23,7.67163e-02
376.24,7.67291e-02
376.25,7.67444e-02
376.26,7.67622e-02
376.27,7.67826e-02
376.28,7.68054e-02
376.29,7.68307e-02
376.30,7.68584e-02
376.31,7.68885e-02
376.32,7.69208e-02
376.33,7.69554e-02
376.34,7.69923e-02
376.35,7.70313e-02
376.36,7.70725e-02
376.37,7.71158e-02
376.38,7.71612e-02
376.39,7.72086e-02
376.40,7.72580e-02
376.41,7.73093e-02
376.42,7.73626e-02
376.43,7.74178e-02
376.44,7.74749e-02
376.45,7.75338e-02
376.46,7.75946e-02
376.47,7.76573e-02
376.48,7.77218e-02
376.49,7.77881e-02
376.50,7.78563e-02
376.51,7.79262e-02
376.52,7.79981e-02
376.53,7.80717e-02
376.54,7.81473e-02
376.55,7.82247e-02
376.56,7.83040e-02
376.57,7.83852e-02
376.58,7.84684e-02
376.59,7.85535e-02
376.60,7.86406e-02
376.61,7.87297e-02
376.62,7.88207e-02
376.63,7.89139e-02
376.64,7.90090e-02
376.65,7.91063e-02
376.66,7.92056e-02
376.67,7.93071e-02
376.68,7.94106e-02
376.69,7.95163e-02
376.70,7.96241e-02
376.71,7.97340e-02
376.72,7.98461e-02
376.73,7.99603e-02
376.74,8.00765e-02
376.75,8.01949e-02
376.76,8.03153e-02
376.77,8.04378e-02
376.78,8.05622e-02
376.79,8.06887e-02
376.80,8.08170e-02
376.81,8.09473e-02
376.82,8.10794e-02
376.83,8.12133e-02
376.84,8.13490e-02
376.85,8.14863e-02
376.86,8.16253e-02
376.87,8.17659e-02
376.88,8.19080e-02
376.89,8.20515e-02
376.90,8.21965e-02
376.91,8.23428e-02
376.92,8.24903e-02
376.93,8.26392e-02
376.94,8.27892e-02
376.95,8.29405e-02
376.96,8.30928e-02
376.97,8.32463e-02
376.98,8.34009e-02
376.99,8.35566e-02
377.00,8.37134e-02
377.01,8.38713e-02
377.02,8.40305e-02
377.03,8.41908e-02
377.04,8.43525e-02
377.05,8.45155e-02
377.06,8.46800e-02
377.07,8.48461e-02
377.08,8.50140e-02
377.09,8.51837e-02
377.10,8.53556e-02
377.11,8.55297e-02
377.12,8.57064e-02
377.13,8.58859e-02
377.14,8.60685e-02
377.15,8.62544e-02
377.16,8.64440e-02
377.17,8.66377e-02
377.18,8.68358e-02
377.19,8.70388e-02
377.20,8.72470e-02
377.21,8.74609e-02
377.22,8.76810e-02
377.23,8.79077e-02
377.24,8.81417e-02
377.25,8.83834e-02
377.26,8.86335e-02
377.27,8.88924e-02
377.28,8.91607e-02
377.29,8.94392e-02
377.30,8.97283e-02
377.31,9.00288e-02
377.32,9.03413e-02
377.33,9.06665e-02
377.34,9.10049e-02
377.35,9.13572e-02
377.36,9.17242e-02
377.37,9.21065e-02
377.38,9.25047e-02
377.39,9.29194e-02
377.40,9.33514e-02
377.41,9.38011e-02
377.42,9.42693e-02
377.43,9.47565e-02
377.44,9.52633e-02
377.45,9.57901e-02
377.46,9.63376e-02
377.47,9.69061e-02
377.48,9.74961e-02
377.49,9.81080e-02
377.50,9.87421e-02
377.51,9.93987e-02
377.52,1.00078e-01
377.53,1.00781e-01
377.54,1.01506e-01
377.55,1.02255e-01
377.56,1.03027e-01
377.57,1.03823e-01
377.58,1.04641e-01
377.59,1.05483e-01
377.60,1.06347e-01
377.61,1.07234e-01
377.62,1.08143e-01
377.63,1.09074e-01
377.64,1.10026e-01
377.65,1.10998e-01
377.66,1.11991e-01
377.67,1.13002e-01
377.68,1.14033e-01
377.69,1.15080e-01
377.70,1.16145e-01
377.71,1.17225e-01
377.72,1.18319e-01
377.73,1.19428e-01
377.74,1.20548e-01
377.75,1.21679e-01
377.76,1.22820e-01
377.77,1.23969e-01
377.78,1.25126e-01
377.79,1.26287e-01
377.80,1.27453e-01
377.81,1.28620e-01
377.82,1.29789e-01
377.83,1.30956e-01
377.84,1.32122e-01
377.85,1.33283e-01
377.86,1.34438e-01
377.87,1.35586e-01
377.88,1.36725e-01
377.89,1.37853e-01
377.90,1.38968e-01
377.91,1.40070e-01
377.92,1.41156e-01
377.93,1.42226e-01
377.94,1.43276e-01
377.95,1.44307e-01
377.96,1.45316e-01
377.97,1.46303e-01
377.98,1.47266e-01
377.99,1.48204e-01
378.00,1.49116e-01
378.01,1.50000e-01
378.02,1.50857e-01
378.03,1.51686e-01
378.04,1.52485e-01
378.05,1.53255e-01
378.06,1.53995e-01
378.07,1.54704e-01
378.08,1.55383e-01
378.09,1.56033e-01
378.10,1.56652e-01
378.11,1.57242e-01
378.12,1.57803e-01
378.13,1.58336e-01
378.14,1.58842e-01
378.15,1.59323e-01
378.16,1.59778e-01
378.17,1.60210e-01
378.18,1.60622e-01
378.19,1.61013e-01
378.20,1.61387e-01
378.21,1.61747e-01
378.22,1.62093e-01
378.23,1.62430e-01
378.24,1.62759e-01
378.25,1.63085e-01
378.26,1.63410e-01
378.27,1.63737e-01
378.28,1.64072e-01
378.29,1.64416e-01
378.30,1.64774e-01
378.31,1.65151e-01
378.32,1.65550e-01
378.33,1.65977e-01
378.34,1.66435e-01
378.35,1.66930e-01
378.36,1.67467e-01
378.37,1.68049e-01
378.38,1.68684e-01
378.39,1.69375e-01
378.40,1.70129e-01
378.41,1.70951e-01
378.42,1.71845e-01
378.43,1.72819e-01
378.44,1.73876e-01
378.45,1.75024e-01
378.46,1.76267e-01
378.47,1.77611e-01
378.48,1.79062e-01
378.49,1.80626e-01
378.50,1.82307e-01
378.51,1.84112e-01
378.52,1.86046e-01
378.53,1.88113e-01
378.54,1.90320e-01
378.55,1.92671e-01
378.56,1.95171e-01
378.57,1.97824e-01
378.58,2.00636e-01
378.59,2.03610e-01
378.60,2.06751e-01
378.61,2.10062e-01
378.62,2.13547e-01
378.63,2.17209e-01
378.64,2.21051e-01
378.65,2.25075e-01
378.66,2.29285e-01
378.67,2.33681e-01
378.68,2.38266e-01
378.69,2.43040e-01
378.70,2.48005e-01
378.71,2.53161e-01
378.72,2.58508e-01
378.73,2.64045e-01
378.74,2.69772e-01
378.75,2.75687e-01
378.76,2.81788e-01
378.77,2.88073e-01
378.78,2.94540e-01
378.79,3.01186e-01
378.80,3.08005e-01
378.81,3.14996e-01
378.82,3.22152e-01
378.83,3.29469e-01
378.84,3.36941e-01
378.85,3.44562e-01
378.86,3.52326e-01
378.87,3.60226e-01
378.88,3.68254e-01
378.89,3.76403e-01
378.90,3.84665e-01
378.91,3.93030e-01
378.92,4.01490e-01
378.93,4.10035e-01
378.94,4.18656e-01
378.95,4.27343e-01
378.96,4.36085e-01
378.97,4.44872e-01
378.98,4.53693e-01
378.99,4.62537e-01
379.00,4.71392e-01
379.01,4.80247e-01
379.02,4.89090e-01
379.03,4.97910e-01
379.04,5.06695e-01
379.05,5.15432e-01
379.06,5.24111e-01
379.07,5.32718e-01
379.08,5.41242e-01
379.09,5.49672e-01
379.10,5.57995e-01
379.11,5.66201e-01
379.12,5.74276e-01
379.13,5.82211e-01
379.14,5.89994e-01
379.15,5.97615e-01
379.16,6.05063e-01
379.17,6.12327e-01
379.18,6.19398e-01
379.19,6.26267e-01
379.20,6.32923e-01
379.21,6.39360e-01
379.22,6.45567e-01
379.23,6.51538e-01
379.24,6.57264e-01
379.25,6.62740e-01
379.26,6.67958e-01
379.27,6.72912e-01
379.28,6.77598e-01
379.29,6.82009e-01
379.30,6.86143e-01
379.31,6.89994e-01
379.32,6.93559e-01
379.33,6.96836e-01
379.34,6.99822e-01
379.35,7.02516e-01
379.36,7.04916e-01
379.37,7.07022e-01
379.38,7.08832e-01
379.39,7.10349e-01
379.40,7.11571e-01
379.41,7.12501e-01
379.42,7.13140e-01
379.43,7.13490e-01
379.44,7.13553e-01
379.45,7.13334e-01
379.46,7.12834e-01
379.47,7.12058e-01
379.48,7.11009e-01
379.49,7.09693e-01
379.50,7.08113e-01
379.51,7.06274e-01
379.52,7.04182e-01
379.53,7.01843e-01
379.54,6.99261e-01
379.55,6.96443e-01
379.56,6.93395e-01
379.57,6.90123e-01
379.58,6.86633e-01
379.59,6.82932e-01
379.60,6.79025e-01
379.61,6.74921e-01
379.62,6.70625e-01
379.63,6.66144e-01
379.64,6.61485e-01
